customer_id,num_channels_used,late_night_txn_count,late_night_ratio,weekend_txn_count,activity_span_days,unique_countries,unique_provinces,unique_cities,geo_diversity_score,near_threshold_count,avg_txn_per_active_day,unique_merchant_categories,txn_to_income_ratio,label
IND_00052,7,8,0.16326530612244897,16,353,3,4,5,43,0,1.1666666666666667,5,0.28562174182424366,0
IND_00053,7,10,0.1724137931034483,17,358,2,4,5,33,0,1.0740740740740742,5,3.687155832780319,0
IND_00054,7,13,0.24528301886792453,14,361,3,4,5,43,0,1.06,5,0.5120887358590464,0
IND_00055,7,13,0.3170731707317073,14,365,2,4,5,33,0,1.025,5,1.177434779509912,0
IND_00056,6,22,0.4230769230769231,12,359,3,4,5,43,0,1.1063829787234043,5,1.5835406818690438,0
IND_00057,6,19,0.3958333333333333,19,349,2,4,5,33,0,1.0666666666666667,5,0.4031976534987852,0
IND_00058,7,12,0.23529411764705882,14,366,4,4,5,53,0,1.108695652173913,5,0.6036463012218485,0
IND_00059,7,6,0.14634146341463414,14,352,3,4,5,43,0,1.0512820512820513,4,0.23557193476510246,0
IND_00060,7,17,0.3269230769230769,14,354,3,4,5,43,0,1.0196078431372548,4,0.26759765030757726,1
IND_00061,7,11,0.24444444444444444,10,361,2,4,5,33,0,1.125,5,1.3344974211339604,0
IND_00062,7,13,0.22807017543859648,13,361,2,4,5,33,0,1.0754716981132075,5,1.93302434360926,0
IND_00063,6,10,0.23809523809523808,11,354,2,4,5,33,0,1.05,5,0.920058891045488,0
IND_00064,5,13,0.2765957446808511,15,363,2,4,5,33,0,1.119047619047619,5,1.9993042841719983,1
IND_00065,7,10,0.29411764705882354,9,356,2,4,5,33,0,1.0303030303030303,5,0.7112969639248253,0
IND_00066,7,9,0.20454545454545456,10,368,3,4,5,43,0,1.0,4,0.723571022220198,1
IND_00067,6,11,0.2558139534883721,12,349,1,4,5,23,0,1.1025641025641026,4,0.2768000191186006,0
IND_00068,7,13,0.24528301886792453,15,369,2,4,5,33,0,1.06,5,1.198486125850609,0
IND_00069,6,7,0.14583333333333334,15,335,3,4,5,43,0,1.0,5,0.5092663755658714,0
IND_00070,7,11,0.19298245614035087,17,371,4,4,5,53,0,1.0754716981132075,5,1.6455670390902755,0
IND_00071,7,11,0.24444444444444444,11,369,2,4,5,33,0,1.0714285714285714,5,6.504172023673452,0
IND_00072,7,14,0.25,10,333,3,4,5,43,0,1.0769230769230769,5,1.3173879926404461,0
IND_00073,7,15,0.28846153846153844,12,364,3,4,5,43,0,1.0612244897959184,4,1.2798932072325166,0
IND_00074,6,11,0.21153846153846154,15,353,4,4,5,53,0,1.0833333333333333,5,0.5763072029343095,0
IND_00075,7,14,0.22580645161290322,14,343,3,4,5,43,0,1.1272727272727272,4,1.1081336928363341,0
IND_00076,7,11,0.20754716981132076,18,362,3,4,5,43,0,1.06,5,0.18193153368727927,0
IND_00077,7,13,0.2653061224489796,16,354,2,4,5,33,0,1.0208333333333333,4,3.01104736134181,1
IND_00078,7,13,0.38235294117647056,7,359,3,3,5,41,0,1.0303030303030303,5,0.7867032694031646,0
IND_00079,7,13,0.28888888888888886,12,319,3,4,5,43,0,1.0,5,0.5000218799814202,0
IND_00080,7,5,0.13157894736842105,10,361,2,4,4,32,0,1.027027027027027,4,0.5450422072662308,0
IND_00081,6,12,0.23076923076923078,20,362,3,4,5,43,0,1.1063829787234043,5,0.8623381500174921,0
IND_00082,6,15,0.30612244897959184,14,357,3,4,5,43,0,1.065217391304348,5,0.42076817626767554,0
IND_00083,7,9,0.16666666666666666,17,364,3,4,5,43,0,1.0588235294117647,5,1.289471291940138,0
IND_00084,5,15,0.3409090909090909,10,353,4,4,5,53,0,1.0232558139534884,5,0.2361027567382964,0
IND_00085,7,9,0.20454545454545456,15,357,2,4,5,33,0,1.1,3,0.4061758510862721,0
IND_00086,7,10,0.2127659574468085,19,359,4,4,5,53,0,1.0930232558139534,5,0.8350668381101027,0
IND_00087,6,9,0.17647058823529413,17,346,3,4,5,43,0,1.02,5,0.16279958481636564,0
IND_00088,7,17,0.34,9,345,3,4,5,43,0,1.0638297872340425,5,0.9604312544244629,0
IND_00089,6,13,0.2708333333333333,14,361,3,4,5,43,0,1.0666666666666667,5,2.0711612281823726,0
IND_00090,7,10,0.24390243902439024,7,348,2,3,5,31,0,1.0512820512820513,5,0.47956437610608776,0
IND_00091,6,4,0.0975609756097561,5,350,4,4,5,53,0,1.0512820512820513,5,0.15543405315098655,0
IND_00092,7,15,0.2777777777777778,20,327,4,4,5,53,0,1.1020408163265305,5,1.4993076249938335,0
IND_00093,7,14,0.28,12,355,3,4,5,43,0,1.0638297872340425,5,0.3472381280503194,0
IND_00094,7,9,0.18,13,356,3,4,5,43,0,1.0869565217391304,5,0.5454917544612377,0
IND_00095,7,13,0.26,6,359,4,4,5,53,0,1.0416666666666667,4,2.298643462136995,0
IND_00096,7,8,0.16,12,353,3,4,5,43,0,1.0416666666666667,4,4.3895758287188045,0
IND_00097,7,17,0.3148148148148148,20,359,4,4,5,53,0,1.08,5,1.1647601672834385,0
IND_00098,7,19,0.3392857142857143,22,363,2,4,5,33,0,1.0980392156862746,5,0.9812321252544587,0
IND_00099,7,9,0.18,13,363,2,4,5,33,0,1.0416666666666667,5,1.8135160987390515,1
IND_00100,7,12,0.2926829268292683,9,342,4,4,5,53,0,1.1081081081081081,3,0.3671583663145048,0
IND_00101,7,15,0.2727272727272727,8,356,3,4,5,43,0,1.0185185185185186,5,2.7498859291587845,0
IND_00102,7,9,0.25,9,344,2,4,5,33,0,1.0,5,0.7432793373590582,0
IND_00103,6,16,0.38095238095238093,16,339,3,4,5,43,0,1.135135135135135,5,0.5159684244054247,0
IND_00104,5,14,0.30434782608695654,9,354,4,4,5,53,0,1.0,5,0.9828265576478621,0
IND_00105,7,5,0.10416666666666667,9,364,3,4,5,43,0,1.0909090909090908,4,0.12666843636414923,0
IND_00106,7,11,0.19298245614035087,18,365,3,4,5,43,0,1.0961538461538463,5,2.7824647590888816,0
IND_00107,7,10,0.20408163265306123,13,357,3,4,5,43,0,1.1136363636363635,5,0.650436236767968,0
IND_00108,6,12,0.18461538461538463,20,339,4,4,5,53,0,1.0655737704918034,4,0.889433517615401,0
IND_00109,6,14,0.358974358974359,14,355,2,4,5,33,0,1.054054054054054,5,0.6622177627356322,0
IND_00110,7,11,0.19298245614035087,15,330,3,4,5,43,0,1.1176470588235294,4,3.5753766304338868,0
IND_00111,7,15,0.2830188679245283,16,359,3,4,5,43,0,1.1521739130434783,5,2.320032607933902,0
IND_00112,6,14,0.22950819672131148,19,363,4,4,5,53,0,1.0338983050847457,5,0.736361749172698,0
IND_00113,7,18,0.35294117647058826,15,349,4,4,5,53,0,1.0625,5,0.39865448873898046,0
IND_00114,6,11,0.2972972972972973,9,353,2,4,5,33,0,1.0277777777777777,4,0.6815039241136815,0
IND_00115,7,10,0.18181818181818182,16,356,3,4,5,43,0,1.1956521739130435,5,0.6951272259869082,0
IND_00116,6,15,0.3333333333333333,12,355,2,4,5,33,0,1.0227272727272727,3,0.4506802711844506,0
IND_00117,6,13,0.22033898305084745,22,359,3,4,5,43,0,1.0727272727272728,5,0.3498436824973231,0
IND_00118,7,11,0.24444444444444444,10,311,4,4,5,53,0,1.0975609756097562,5,0.4537882971680836,0
IND_00119,6,12,0.26666666666666666,14,359,3,4,4,42,0,1.125,5,1.6136513789520122,0
IND_00120,6,16,0.32653061224489793,17,344,3,4,5,43,0,1.065217391304348,5,0.5335605664738821,0
IND_00121,7,6,0.15384615384615385,14,365,3,4,5,43,0,1.0263157894736843,5,0.44373898060921324,0
IND_00122,7,17,0.32075471698113206,12,342,4,4,5,53,0,1.0816326530612246,5,0.8301973825216564,0
IND_00123,6,18,0.33962264150943394,18,367,3,4,5,43,0,1.0816326530612246,4,0.5266171823943154,0
IND_00124,7,10,0.23255813953488372,9,369,2,4,5,33,0,1.0,4,1.0350490772981993,0
IND_00125,6,8,0.14035087719298245,15,363,3,4,5,43,0,1.0754716981132075,5,0.3611531880818842,0
IND_00126,7,13,0.2653061224489796,19,351,3,4,5,43,0,1.065217391304348,5,0.4004934084166897,0
IND_00127,6,12,0.2926829268292683,9,343,2,4,5,33,0,1.0512820512820513,5,0.3716315179823842,1
IND_00128,6,15,0.3,16,336,3,4,5,43,0,1.0416666666666667,5,0.6581330495319414,0
IND_00129,6,10,0.2127659574468085,18,343,4,4,5,53,0,1.0681818181818181,5,0.5849302621494946,0
IND_00130,6,12,0.2222222222222222,11,347,2,4,5,33,0,1.1020408163265305,5,1.3720007836513846,0
IND_00131,7,17,0.3148148148148148,18,361,3,4,5,43,0,1.173913043478261,5,1.5826811526890308,0
IND_00132,6,10,0.2,15,364,3,4,5,43,0,1.0204081632653061,5,0.24094654730670426,1
IND_00133,7,13,0.28888888888888886,13,351,4,4,5,53,0,1.0465116279069768,5,1.1372969787968426,0
IND_00134,7,14,0.23728813559322035,17,363,2,4,5,33,0,1.0535714285714286,4,1.0128295414728719,1
IND_00135,7,13,0.28888888888888886,11,358,3,4,5,43,0,1.0465116279069768,5,0.6454726980694672,1
IND_00136,6,15,0.32608695652173914,9,361,2,4,5,33,0,1.0952380952380953,4,0.3653265057029713,0
IND_00137,7,18,0.33962264150943394,16,348,3,4,5,43,0,1.0392156862745099,5,1.9024485155840898,0
IND_00138,7,9,0.20930232558139536,15,355,1,4,4,22,0,1.1944444444444444,5,1.4704763029357772,0
IND_00139,7,12,0.24,14,350,4,4,5,53,0,1.0204081632653061,5,3.571441621948913,0
IND_00140,7,14,0.2641509433962264,17,371,3,4,5,43,0,1.1041666666666667,5,1.1277676528641458,0
IND_00141,7,9,0.25,11,338,3,3,5,41,0,1.0285714285714285,5,1.3150483481427098,0
IND_00142,6,16,0.34782608695652173,15,358,4,4,5,53,0,1.0454545454545454,5,1.8368281302895535,0
IND_00143,6,11,0.22448979591836735,9,357,4,4,5,53,0,1.0208333333333333,4,0.29365074312068756,0
IND_00144,7,16,0.3018867924528302,16,351,3,4,5,43,0,1.0392156862745099,5,0.16616229071819577,0
IND_00145,6,9,0.17647058823529413,15,356,3,4,5,43,0,1.0851063829787233,5,0.7135791811354751,0
IND_00146,5,13,0.22413793103448276,18,360,3,4,5,43,0,1.0943396226415094,5,2.3579929499517718,0
IND_00147,6,17,0.3469387755102041,15,349,4,4,5,53,0,1.1666666666666667,5,0.3177173016279095,0
IND_00148,7,17,0.26153846153846155,21,367,2,4,5,33,0,1.0483870967741935,5,0.3651175080947058,0
IND_00149,6,10,0.2631578947368421,8,339,3,4,5,43,0,1.0,5,0.6933597185159963,0
IND_00150,7,10,0.22727272727272727,8,336,2,4,5,33,0,1.1282051282051282,5,0.35147192904931623,0
IND_00151,6,18,0.3103448275862069,19,350,4,4,5,53,0,1.1372549019607843,4,0.5848177453465191,0
IND_00152,7,14,0.3181818181818182,7,364,3,4,5,43,0,1.0476190476190477,5,0.6433396805185555,0
IND_00153,7,10,0.1724137931034483,19,362,3,4,5,43,0,1.0740740740740742,5,0.38135887735957025,0
IND_00154,7,11,0.25,9,353,2,4,5,33,0,1.1,5,0.3691161234999847,0
IND_00155,7,12,0.21818181818181817,17,346,4,4,5,53,0,1.0377358490566038,5,0.8553387970118059,0
IND_00156,6,10,0.22727272727272727,13,356,3,4,5,43,0,1.0232558139534884,5,1.705832644851201,0
IND_00157,6,10,0.25,13,363,1,4,5,23,0,1.0526315789473684,4,0.21468784476059524,0
IND_00158,7,12,0.2553191489361702,11,358,2,4,5,33,0,1.0217391304347827,5,0.8872651351282602,0
IND_00159,7,13,0.2708333333333333,21,343,4,4,5,53,0,1.0666666666666667,5,0.9420239637148952,0
IND_00160,7,18,0.26865671641791045,24,353,4,4,5,53,0,1.1166666666666667,5,1.210673820468073,0
IND_00161,7,18,0.3103448275862069,18,365,3,4,5,43,0,1.0545454545454545,5,0.30723193972471663,0
IND_00162,7,13,0.24528301886792453,11,336,3,4,5,43,0,1.0392156862745099,5,0.07404385368002764,0
IND_00163,7,8,0.1702127659574468,17,339,3,4,5,43,0,1.0,4,1.2379330496262462,0
IND_00164,7,15,0.2777777777777778,17,355,4,4,5,53,0,1.148936170212766,4,1.9268340190872884,0
IND_00165,6,9,0.16666666666666666,13,354,3,4,5,43,0,1.0588235294117647,5,0.3062339423026359,1
IND_00166,7,13,0.26,15,371,1,4,5,23,0,1.0204081632653061,5,0.8715465967435558,0
IND_00167,7,12,0.24489795918367346,11,345,3,4,5,43,0,1.1136363636363635,5,1.5279759547390372,0
IND_00168,7,8,0.22857142857142856,10,311,2,4,5,33,0,1.0294117647058822,5,0.5983830700566524,0
IND_00169,7,19,0.31666666666666665,19,362,1,4,5,23,0,1.1111111111111112,5,0.48260871939391436,0
IND_00170,6,15,0.25862068965517243,13,349,3,4,5,43,0,1.0545454545454545,4,0.2813602635801231,0
IND_00171,7,11,0.1896551724137931,25,371,3,4,5,43,0,1.0943396226415094,4,0.2604602380462296,0
IND_00172,7,9,0.17647058823529413,8,348,3,4,5,43,0,1.02,5,0.8599357152206211,0
IND_00173,6,13,0.2826086956521739,8,365,3,4,5,43,0,1.0222222222222221,5,0.32477716718426297,0
IND_00174,6,13,0.203125,17,351,2,4,5,33,0,1.0666666666666667,5,1.5967143919955806,0
IND_00175,7,6,0.15,13,343,3,4,5,43,0,1.0810810810810811,5,0.16685072693126443,0
IND_00176,7,8,0.14814814814814814,14,338,4,4,5,53,0,1.08,5,0.597295430641054,0
IND_00177,6,7,0.125,13,348,3,4,5,43,0,1.0769230769230769,5,1.5813399719853094,0
IND_00178,7,11,0.275,10,354,4,4,5,53,0,1.0,5,0.2351746676122805,1
IND_00179,6,12,0.23529411764705882,13,362,3,4,5,43,0,1.0625,5,1.345503727316545,0
IND_00180,7,15,0.2830188679245283,9,358,3,4,5,43,0,1.0816326530612246,4,0.684086149236123,0
IND_00181,7,10,0.20833333333333334,22,360,3,4,5,43,0,1.0434782608695652,5,1.5163792320917655,0
IND_00182,7,15,0.23809523809523808,16,357,4,4,5,53,0,1.0862068965517242,5,0.17589485532463664,0
IND_00183,7,13,0.2549019607843137,16,365,3,4,5,43,0,1.0408163265306123,5,2.565335423136296,0
IND_00184,6,12,0.23076923076923078,14,344,3,4,5,43,0,1.0833333333333333,5,0.8235768592589736,0
IND_00185,6,9,0.23684210526315788,10,300,3,4,5,43,0,1.0857142857142856,5,0.8345426087524799,0
IND_00186,7,11,0.23404255319148937,19,363,2,4,5,33,0,1.0930232558139534,5,0.4611841939546824,0
IND_00187,7,10,0.21739130434782608,15,353,3,4,5,43,0,1.0952380952380953,5,1.7362951324838554,0
IND_00188,7,12,0.24,17,357,2,4,5,33,0,1.0416666666666667,5,2.131889390787861,0
IND_00189,7,5,0.10638297872340426,7,358,4,4,5,53,0,1.0930232558139534,5,0.5045617131219633,0
IND_00190,7,9,0.17647058823529413,9,366,4,4,5,53,0,1.0851063829787233,5,1.2033124843624243,1
IND_00191,6,13,0.23214285714285715,22,371,4,4,5,53,0,1.0769230769230769,5,1.9403672766923332,0
IND_00192,6,10,0.21739130434782608,14,348,2,4,5,33,0,1.1219512195121952,5,0.7415957114909114,0
IND_00193,7,10,0.2702702702702703,8,352,3,4,5,43,0,1.0277777777777777,3,2.2347686588576527,0
IND_00194,7,18,0.2857142857142857,20,357,4,4,5,53,0,1.0161290322580645,5,2.3965177617081403,0
IND_00195,7,8,0.1951219512195122,15,361,2,4,5,33,0,1.0789473684210527,5,0.5954247857957097,0
IND_00196,7,16,0.41025641025641024,14,346,2,4,5,33,0,1.054054054054054,5,4.299671406386575,0
IND_00197,7,17,0.3541666666666667,16,335,4,4,5,53,0,1.1428571428571428,4,0.9712704500959215,0
IND_00198,7,9,0.1875,8,327,4,4,5,53,0,1.0909090909090908,5,0.4329770143494899,0
IND_00199,7,11,0.23404255319148937,16,341,3,4,5,43,0,1.0930232558139534,5,0.4642854984368906,0
IND_00200,7,14,0.25,18,358,4,4,5,53,0,1.0769230769230769,4,0.4742680566659159,0
IND_00201,7,14,0.2641509433962264,14,358,4,4,5,53,0,1.1777777777777778,5,0.7358043059243623,0
IND_00202,7,11,0.22448979591836735,12,351,3,4,5,43,0,1.1395348837209303,4,1.6711818546960484,0
IND_00203,7,8,0.18604651162790697,11,340,3,4,4,42,0,1.075,5,0.6479408370096292,0
IND_00204,6,17,0.38636363636363635,14,343,3,4,5,43,0,1.0476190476190477,5,2.191154604814689,0
IND_00205,7,10,0.19607843137254902,11,364,2,4,5,33,0,1.0851063829787233,4,0.34118534425173125,0
IND_00206,7,10,0.15873015873015872,20,353,3,4,5,43,0,1.05,5,0.739992826208497,0
IND_00207,6,12,0.2553191489361702,15,340,4,4,5,53,0,1.0444444444444445,5,0.3082081189952854,0
IND_00208,7,17,0.3269230769230769,12,359,3,4,5,43,0,1.0612244897959184,4,1.6322391327475982,0
IND_00209,7,8,0.16666666666666666,15,361,3,4,5,43,0,1.0434782608695652,5,0.9192661888376604,0
IND_00210,5,8,0.18604651162790697,16,346,2,4,5,33,0,1.131578947368421,5,0.1935906397257885,1
IND_00211,7,11,0.22916666666666666,20,358,4,4,5,53,0,1.0909090909090908,5,0.16326999499705788,0
IND_00212,7,11,0.2,13,360,4,4,5,53,0,1.0,5,4.576869400734637,0
IND_00213,6,15,0.25862068965517243,16,346,4,4,5,53,0,1.0740740740740742,5,0.9752616992924652,0
IND_00214,7,11,0.2,21,341,4,4,5,53,0,1.0576923076923077,5,1.054050630029362,0
IND_00215,7,15,0.2542372881355932,18,350,3,4,5,43,0,1.0727272727272728,5,0.5297556716074765,0
IND_00216,7,16,0.27586206896551724,9,370,4,4,5,53,0,1.1153846153846154,5,0.3485252026744691,0
IND_00217,6,15,0.2777777777777778,17,359,3,4,5,43,0,1.08,5,0.2723346487340682,0
IND_00218,7,22,0.3793103448275862,22,366,2,4,5,33,0,1.0545454545454545,5,0.7953473189303614,0
IND_00219,7,6,0.1276595744680851,17,335,3,4,5,43,0,1.0444444444444445,4,0.30158936412448967,0
IND_00220,7,10,0.2127659574468085,11,330,3,4,5,43,0,1.0681818181818181,5,0.894411393848204,0
IND_00221,6,13,0.21666666666666667,24,358,3,4,5,43,0,1.0714285714285714,5,0.43964725307443453,0
IND_00222,6,11,0.20754716981132076,12,337,4,4,5,53,0,1.06,4,1.137413195095644,0
IND_00223,7,14,0.2641509433962264,15,358,3,4,5,43,0,1.0392156862745099,5,0.32314377899698976,0
IND_00224,7,9,0.14285714285714285,11,356,2,4,5,33,0,1.05,5,1.800815055233584,0
IND_00225,7,11,0.19642857142857142,13,360,3,4,5,43,0,1.018181818181818,5,1.43375182154016,0
IND_00226,7,11,0.2682926829268293,13,355,4,4,5,53,0,1.025,3,0.9674479687311502,0
IND_00227,7,11,0.21568627450980393,19,349,2,4,5,33,0,1.108695652173913,5,0.7188304001819993,0
IND_00228,6,14,0.28,22,359,3,4,5,43,0,1.1111111111111112,5,0.487394482531488,0
IND_00229,6,8,0.1951219512195122,12,312,4,4,5,53,0,1.1081081081081081,5,0.297079796233826,0
IND_00230,6,10,0.17857142857142858,18,357,3,4,5,43,0,1.018181818181818,5,0.5932588421576064,0
IND_00231,7,16,0.34782608695652173,13,357,3,4,4,42,0,1.0952380952380953,5,1.5860085130835604,1
IND_00232,7,19,0.3114754098360656,19,359,4,4,5,53,0,1.0892857142857142,5,0.5682014533662934,0
IND_00233,7,11,0.24444444444444444,13,346,3,4,5,43,0,1.0714285714285714,5,3.9919081976159445,0
IND_00234,7,10,0.18518518518518517,15,356,3,4,5,43,0,1.08,5,0.277855157248077,0
IND_00235,7,17,0.27419354838709675,15,365,3,4,5,43,0,1.1272727272727272,5,2.1445719632836484,0
IND_00236,6,17,0.3333333333333333,17,358,4,4,5,53,0,1.0625,5,0.5834029857175634,0
IND_00237,6,11,0.24444444444444444,12,332,2,4,5,33,0,1.0975609756097562,5,0.4432203555958082,0
IND_00238,7,17,0.3541666666666667,12,360,3,4,5,43,0,1.1162790697674418,5,2.611670368305242,0
IND_00239,7,12,0.24,14,366,2,4,5,33,0,1.0869565217391304,5,0.5619275830202106,0
IND_00240,7,17,0.3541666666666667,12,347,4,4,5,53,0,1.170731707317073,5,0.2098595111921592,0
IND_00241,6,9,0.21951219512195122,7,355,3,4,5,43,0,1.1388888888888888,4,0.23752648640880167,0
IND_00242,7,14,0.25925925925925924,23,358,2,4,5,33,0,1.0384615384615385,5,0.4548037040725915,0
IND_00243,7,4,0.09302325581395349,12,360,1,4,5,23,0,1.0,5,0.15697949627337476,0
IND_00244,6,9,0.1836734693877551,8,359,3,4,5,43,0,1.1395348837209303,4,0.4391638354894418,0
IND_00245,6,13,0.2765957446808511,17,343,3,4,5,43,0,1.0681818181818181,5,0.4400061328741038,0
IND_00246,7,17,0.2833333333333333,18,332,3,4,5,43,0,1.1538461538461537,5,0.5993720974580842,0
IND_00247,6,6,0.13333333333333333,12,358,3,4,5,43,0,1.0714285714285714,4,0.4448838411301495,0
IND_00248,6,10,0.29411764705882354,9,354,1,4,5,23,0,1.0,5,0.08873554754929261,0
IND_00249,6,15,0.3191489361702128,15,350,2,4,5,33,0,1.0930232558139534,5,0.55923940986853,1
IND_00250,7,10,0.23255813953488372,11,339,3,4,5,43,0,1.0238095238095237,5,0.9196709729910526,1
IND_00251,6,12,0.2553191489361702,20,344,4,4,5,53,0,1.0930232558139534,4,1.5609062397953901,0
IND_00252,7,13,0.2708333333333333,16,345,4,4,5,53,0,1.0434782608695652,5,1.2309976555397961,0
IND_00253,7,14,0.2692307692307692,19,347,3,4,5,43,0,1.0833333333333333,4,1.0199906561531038,0
IND_00254,7,15,0.38461538461538464,8,365,3,4,4,42,0,1.0833333333333333,5,0.23539348523141546,0
IND_00255,7,10,0.16666666666666666,16,351,4,4,5,53,0,1.1538461538461537,5,0.9645298589982284,0
IND_00256,7,10,0.20408163265306123,15,344,3,4,5,43,0,1.065217391304348,5,0.8559584503627892,0
IND_00257,6,10,0.20408163265306123,13,346,3,4,5,43,0,1.0208333333333333,5,0.6921479006260712,0
IND_00258,6,9,0.20930232558139536,17,350,4,4,5,53,0,1.048780487804878,5,0.7561884684833308,0
IND_00259,7,15,0.29411764705882354,23,341,4,4,5,53,0,1.0851063829787233,5,2.3961407006019173,0
IND_00260,7,11,0.2682926829268293,13,340,2,4,5,33,0,1.1388888888888888,5,0.2659774106820007,0
IND_00261,6,11,0.2558139534883721,13,348,3,4,5,43,0,1.0238095238095237,5,1.6429231323714395,0
IND_00262,7,12,0.21818181818181817,17,356,3,4,5,43,0,1.1,4,0.5659869649452791,0
IND_00263,7,14,0.2545454545454545,19,365,3,4,5,43,0,1.1,5,0.36487849469585004,0
IND_00264,7,9,0.18,18,343,3,4,5,43,0,1.0638297872340425,5,0.6511443696324986,0
IND_00265,6,11,0.22916666666666666,11,352,4,4,5,53,0,1.1428571428571428,5,0.07413223698136782,0
IND_00266,7,13,0.25,14,363,4,4,5,53,0,1.0833333333333333,4,0.5001155673636098,0
IND_00267,7,21,0.3620689655172414,8,352,3,4,5,43,0,1.1153846153846154,5,0.6876293154151273,0
IND_00268,7,10,0.23255813953488372,9,357,3,4,5,43,0,1.0,5,0.4279092002686984,0
IND_00269,7,16,0.3076923076923077,13,361,3,4,5,43,0,1.1555555555555554,5,1.0590568638680258,0
IND_00270,7,13,0.3333333333333333,9,358,2,4,4,32,0,1.0,3,0.6114896343962574,0
IND_00271,6,11,0.22448979591836735,11,353,1,4,5,23,0,1.0425531914893618,5,4.060489411202648,0
IND_00272,7,22,0.36666666666666664,11,372,4,4,5,53,0,1.0344827586206897,5,0.375102901063058,1
IND_00273,7,9,0.1956521739130435,11,362,3,4,5,43,0,1.0222222222222221,5,0.942837223560302,1
IND_00274,7,15,0.3,14,345,4,4,5,53,0,1.0638297872340425,5,2.8197605712533886,0
IND_00275,7,9,0.18,16,368,4,4,5,53,0,1.0638297872340425,5,0.2959395499448845,0
IND_00276,7,17,0.27419354838709675,21,363,4,4,5,53,0,1.1071428571428572,5,0.8052159667690377,1
IND_00277,7,9,0.13846153846153847,18,352,2,4,5,33,0,1.0833333333333333,5,0.5570843271741414,0
IND_00278,7,9,0.16666666666666666,14,366,2,4,5,33,0,1.1020408163265305,4,0.33771784091509016,0
IND_00279,7,13,0.25,15,351,4,4,5,53,0,1.0196078431372548,5,0.3537130054866926,0
IND_00280,7,10,0.16666666666666666,22,358,3,4,5,43,0,1.1111111111111112,4,0.858996685641972,0
IND_00281,7,10,0.20833333333333334,14,363,3,4,5,43,0,1.0434782608695652,4,1.1887891077350956,0
IND_00282,7,15,0.2631578947368421,18,360,4,4,5,53,0,1.0754716981132075,5,0.6598631493982693,0
IND_00283,6,19,0.37254901960784315,17,360,3,4,5,43,0,1.0851063829787233,5,1.7603702113863415,0
IND_00284,7,13,0.23636363636363636,15,354,3,4,5,43,0,1.0784313725490196,5,0.682242869736799,0
IND_00285,5,4,0.09523809523809523,13,363,3,4,5,43,0,1.0,4,0.41353845559093727,0
IND_00286,7,8,0.14285714285714285,18,365,4,4,5,53,0,1.037037037037037,5,5.688994223063673,0
IND_00287,7,13,0.23636363636363636,6,361,4,4,5,53,0,1.1,5,0.41828697796097986,0
IND_00288,7,12,0.16901408450704225,23,365,4,4,5,53,0,1.1639344262295082,4,0.825620307352119,0
IND_00289,5,7,0.17073170731707318,11,357,2,4,5,33,0,1.0512820512820513,4,0.6052349827088596,0
IND_00290,7,8,0.1509433962264151,14,348,3,4,5,43,0,1.06,5,0.6535729193314603,0
IND_00291,6,7,0.1590909090909091,18,344,2,4,5,33,0,1.0476190476190477,4,0.8046146864335677,1
IND_00292,7,6,0.125,10,340,2,4,5,33,0,1.0434782608695652,5,0.3364345712300988,0
IND_00293,5,12,0.26666666666666666,13,327,3,4,5,43,0,1.0975609756097562,5,0.5327337627214567,0
IND_00294,7,9,0.1836734693877551,14,355,4,4,5,53,0,1.065217391304348,5,0.38742199383781506,0
IND_00295,7,16,0.2962962962962963,16,352,2,4,5,33,0,1.0384615384615385,5,1.1395749789689489,0
IND_00296,5,14,0.4,12,361,2,4,5,33,0,1.0294117647058822,5,0.729300191991996,0
IND_00297,7,14,0.2692307692307692,13,353,2,4,5,33,0,1.0833333333333333,5,0.42827015713448774,0
IND_00298,7,5,0.16129032258064516,6,337,2,4,5,33,0,1.0,5,0.4733131200193903,0
IND_00299,6,11,0.34375,12,334,2,4,5,33,0,1.0666666666666667,5,1.216163915658608,0
IND_00300,7,11,0.21153846153846154,11,371,3,4,5,43,0,1.04,3,0.3285893459520793,0
IND_00301,7,14,0.23333333333333334,15,359,3,4,5,43,0,1.1320754716981132,4,4.651720997851451,0
IND_00302,6,17,0.29310344827586204,19,365,2,4,5,33,0,1.0943396226415094,5,1.1994808715209908,0
IND_00303,7,10,0.2,17,337,4,4,5,53,0,1.0,5,3.1566586798140777,0
IND_00304,7,13,0.22413793103448276,18,358,3,4,5,43,0,1.16,5,0.31698718520729147,0
IND_00305,6,6,0.16666666666666666,12,341,3,4,5,43,0,1.0285714285714285,5,0.5300506275056471,0
IND_00306,7,10,0.18867924528301888,20,349,4,4,5,53,0,1.0192307692307692,4,1.3573149852563773,0
IND_00307,7,16,0.26666666666666666,13,358,3,4,5,43,0,1.0526315789473684,5,1.2389999190404952,0
IND_00308,7,14,0.2545454545454545,19,349,3,4,5,43,0,1.1224489795918366,5,0.2966940153786522,1
IND_00309,7,11,0.21568627450980393,18,360,3,4,5,43,0,1.0625,5,1.014182802174317,0
IND_00310,7,15,0.29411764705882354,19,362,3,4,5,43,0,1.0851063829787233,5,0.7839412465647734,0
IND_00311,7,14,0.2916666666666667,14,338,2,4,5,33,0,1.0909090909090908,4,0.30008333582695357,0
IND_00312,6,13,0.25,12,356,4,4,5,53,0,1.04,4,0.5295402949369707,0
