customer_id,predicted_label,risk_score
SYNID0103014789,0,0.32283688
SYNID0103014860,0,0.51368946
SYNID0103015031,0,0.6852172
SYNID0103015066,0,0.6889701
SYNID0103015277,0,0.45507884
SYNID0103015462,0,0.66377604
SYNID0103015787,0,0.16805658
SYNID0103015853,0,0.29692027
SYNID0103016219,0,0.2683861
SYNID0103016331,0,0.3072125
SYNID0103016355,0,0.22295995
SYNID0103016392,0,0.32735777
SYNID0103016477,0,0.56764203
SYNID0103016524,0,0.26182124
SYNID0103016981,0,0.20225435
SYNID0103017237,0,0.19518249
SYNID0103017310,0,0.16497962
SYNID0103017534,0,0.5303051
SYNID0103017882,0,0.15644398
SYNID0103017945,0,0.22345251
SYNID0103017993,0,0.46282804
SYNID0103018055,0,0.6123333
SYNID0103018666,0,0.4790848
SYNID0103019223,0,0.413136
SYNID0103019278,0,0.47874892
SYNID0103019529,0,0.49843857
SYNID0103019589,0,0.5434526
SYNID0103019757,0,0.49088827
SYNID0103019812,0,0.27287444
SYNID0103019919,0,0.5139225
SYNID0103019947,0,0.55016255
SYNID0103020161,0,0.57063437
SYNID0103020932,0,0.6553354
SYNID0103020933,0,0.67130435
SYNID0103020951,0,0.37505895
SYNID0103021123,0,0.62818545
SYNID0103021132,0,0.1911826
SYNID0103021262,0,0.3575356
SYNID0103021363,0,0.5757173
SYNID0103021442,0,0.2783902
SYNID0103021567,0,0.35367644
SYNID0103021693,0,0.29751584
SYNID0103021890,0,0.30628392
SYNID0103022309,0,0.47471386
SYNID0103022325,0,0.15581714
SYNID0103023946,0,0.27829608
SYNID0103024146,1,0.89118886
SYNID0103024734,0,0.15072721
SYNID0103024800,0,0.36526093
SYNID0103024953,0,0.24554671
SYNID0103024964,0,0.32163116
SYNID0103025172,0,0.61788
SYNID0103025276,0,0.49715585
SYNID0103025853,0,0.5546961
SYNID0103026254,0,0.5927346
SYNID0103026329,0,0.18083267
SYNID0103026516,0,0.55967295
SYNID0103026557,0,0.33580872
SYNID0103026605,0,0.22166467
SYNID0103026797,0,0.49391147
SYNID0103026982,0,0.24872512
SYNID0103027074,0,0.29673302
SYNID0103027817,0,0.1712984
SYNID0103028133,0,0.20210984
SYNID0103028153,0,0.38872108
SYNID0103028460,1,1.0
SYNID0103028555,0,0.18633692
SYNID0103028571,1,1.0
SYNID0103028682,0,0.19115989
SYNID0103028698,0,0.26774916
SYNID0103029044,0,0.52549756
SYNID0103029364,0,0.48802778
SYNID0103029385,0,0.4823472
SYNID0103029395,0,0.37035978
SYNID0103029466,0,0.56670994
SYNID0103030070,0,0.4133328
SYNID0103030265,0,0.53212446
SYNID0103030304,0,0.2257915
SYNID0103030441,0,0.52275974
SYNID0103030756,0,0.51390296
SYNID0103030765,0,0.71351856
SYNID0103031112,0,0.24619906
SYNID0103031237,0,0.1752245
SYNID0103031345,0,0.31479412
SYNID0103031365,0,0.55234545
SYNID0103031423,0,0.5243929
SYNID0103031526,0,0.41520357
SYNID0103031568,1,0.99981344
SYNID0103031731,0,0.7009966
SYNID0103031793,1,0.99992263
SYNID0103031886,0,0.21052264
SYNID0103032031,0,0.2527158
SYNID0103032049,0,0.69951254
SYNID0103032356,0,0.6226553
SYNID0103032674,0,0.5238174
SYNID0103032821,0,0.4688084
SYNID0103032895,0,0.60787845
SYNID0103033251,0,0.5337114
SYNID0103033381,0,0.4002737
SYNID0103033421,0,0.24313068
SYNID0103033575,1,1.0
SYNID0103034006,0,0.43449116
SYNID0103034045,0,0.67181563
SYNID0103034048,0,0.5370442
SYNID0103034309,0,0.16811053
SYNID0103034317,1,1.0
SYNID0103034389,0,0.4384589
SYNID0103034420,0,0.45616442
SYNID0103034585,0,0.17835802
SYNID0103034731,0,0.64277685
SYNID0103034919,0,0.5315781
SYNID0103035072,0,0.59810084
SYNID0103035231,0,0.2986157
SYNID0103035245,0,0.6557878
SYNID0103035410,0,0.64025456
SYNID0103035802,0,0.6559787
SYNID0103036032,1,0.93667233
SYNID0103036303,0,0.64078945
SYNID0103036860,0,0.5006089
SYNID0103037002,0,0.34862998
SYNID0103037421,0,0.5276035
SYNID0103037429,0,0.1820528
SYNID0103037597,0,0.69330716
SYNID0103037887,0,0.7418959
SYNID0103037953,0,0.17834784
SYNID0103037979,0,0.21873115
SYNID0103038053,0,0.19436778
SYNID0103038475,0,0.27880248
SYNID0103038568,0,0.63755256
SYNID0103038634,0,0.30657473
SYNID0103038772,0,0.33075398
SYNID0103038830,0,0.42121106
SYNID0103038919,0,0.18820667
SYNID0103039002,0,0.58061874
SYNID0103039107,0,0.33170426
SYNID0103039536,0,0.16033824
SYNID0103039575,0,0.46000007
SYNID0103040118,0,0.6109426
SYNID0103040134,0,0.36778125
SYNID0103040496,0,0.17822321
SYNID0103040634,0,0.1579371
SYNID0103040777,0,0.20582499
SYNID0103040907,0,0.6481176
SYNID0103040955,0,0.39141178
SYNID0103041043,0,0.58576757
SYNID0103041075,0,0.63327104
SYNID0103041401,0,0.1752409
SYNID0103041472,0,0.18573847
SYNID0103041538,0,0.5942965
SYNID0103042429,0,0.4226863
SYNID0103042705,0,0.43503585
SYNID0103042907,0,0.25388584
SYNID0103042964,0,0.44202116
SYNID0103043372,0,0.79681194
SYNID0103043850,0,0.34698442
SYNID0103043914,0,0.1503647
SYNID0103044140,0,0.67341715
SYNID0103044180,0,0.6258542
SYNID0103044225,0,0.32545716
SYNID0103044251,0,0.69109786
SYNID0103044315,0,0.5019633
SYNID0103044750,0,0.43940085
SYNID0103044879,0,0.254245
SYNID0103045012,0,0.27607173
SYNID0103045136,0,0.36067608
SYNID0103045425,0,0.48636258
SYNID0103045629,0,0.53204346
SYNID0103045637,0,0.47832575
SYNID0103045807,0,0.280791
SYNID0103045913,0,0.3072599
SYNID0103046012,0,0.4090359
SYNID0103046157,1,0.97751945
SYNID0103046192,0,0.27513227
SYNID0103046629,0,0.25414035
SYNID0103046691,0,0.24700184
SYNID0103047411,0,0.42770657
SYNID0103047575,0,0.18609256
SYNID0103047895,0,0.4218571
SYNID0103048381,0,0.33841613
SYNID0103048440,0,0.3343721
SYNID0103048454,0,0.43904057
SYNID0103048523,0,0.40618926
SYNID0103048789,0,0.1656847
SYNID0103049066,0,0.5645424
SYNID0103049286,0,0.18668069
SYNID0103049567,0,0.28084394
SYNID0103049573,0,0.254307
SYNID0103049648,0,0.35208413
SYNID0103049939,0,0.27212465
SYNID0103050000,0,0.55018634
SYNID0103050107,0,0.47304767
SYNID0103050400,0,0.50506854
SYNID0103050402,0,0.5096265
SYNID0103050589,0,0.5575049
SYNID0103050868,0,0.31112984
SYNID0103051178,0,0.27235404
SYNID0103051200,0,0.43738568
SYNID0103051289,1,0.92275745
SYNID0103051297,0,0.40879247
SYNID0103051408,0,0.45752752
SYNID0103051484,0,0.31502268
SYNID0103051498,0,0.8202791
SYNID0103051510,0,0.23562326
SYNID0103051578,0,0.19382858
SYNID0103051760,0,0.51425046
SYNID0103051823,0,0.61921716
SYNID0103052380,0,0.59879786
SYNID0103052509,0,0.656501
SYNID0103052628,0,0.58693177
SYNID0103052802,0,0.15761812
SYNID0103052838,0,0.31705612
SYNID0103053062,0,0.36462313
SYNID0103053348,0,0.38533592
SYNID0103053368,0,0.375113
SYNID0103053545,0,0.59479696
SYNID0103053713,0,0.6195531
SYNID0103053792,0,0.5661408
SYNID0103053805,0,0.51918495
SYNID0103054044,1,0.96759754
SYNID0103054219,0,0.4738896
SYNID0103054493,0,0.21365792
SYNID0103054845,0,0.34189838
SYNID0103055153,0,0.47600386
SYNID0103055205,0,0.576027
SYNID0103055254,0,0.4188687
SYNID0103055587,0,0.3443582
SYNID0103055630,0,0.20851682
SYNID0103055676,0,0.28358027
SYNID0103055694,0,0.5525118
SYNID0103055858,0,0.21003413
SYNID0103055937,0,0.55031693
SYNID0103056066,0,0.49652982
SYNID0103056103,0,0.5651999
SYNID0103056340,0,0.51248497
SYNID0103056344,0,0.2699678
SYNID0103056406,0,0.18470034
SYNID0103056517,0,0.2948547
SYNID0103056914,0,0.2306667
SYNID0103056931,0,0.33920437
SYNID0103057317,0,0.20233928
SYNID0103057354,0,0.4450413
SYNID0103057890,0,0.42375413
SYNID0103057917,0,0.28051436
SYNID0103058066,0,0.53602976
SYNID0103058212,0,0.52657485
SYNID0103058263,0,0.21770844
SYNID0103058342,0,0.48558846
SYNID0103058401,0,0.25800765
SYNID0103058429,0,0.69725
SYNID0103058476,0,0.5646933
SYNID0103058558,0,0.6005167
SYNID0103058681,0,0.20898162
SYNID0103059025,0,0.30312002
SYNID0103059290,0,0.32073563
SYNID0103059373,0,0.5823422
SYNID0103059533,0,0.5008588
SYNID0103059592,1,0.8740636
SYNID0103059859,0,0.19043373
SYNID0103059878,0,0.21394168
SYNID0103059951,0,0.26274505
SYNID0103060531,0,0.32814035
SYNID0103060653,0,0.6437769
SYNID0103060714,0,0.35219947
SYNID0103060874,1,1.0
SYNID0103061096,0,0.26858997
SYNID0103061204,0,0.48052737
SYNID0103061252,0,0.14729798
SYNID0103061806,0,0.31300256
SYNID0103061983,0,0.65947
SYNID0103062251,1,0.9753747
SYNID0103062559,0,0.43865213
SYNID0103062768,0,0.6575538
SYNID0103062796,0,0.21210541
SYNID0103063147,0,0.68302584
SYNID0103063202,0,0.5797078
SYNID0103063224,0,0.18208362
SYNID0103063282,0,0.28439507
SYNID0103063751,0,0.48933864
SYNID0103063996,0,0.5291609
SYNID0103064025,0,0.2615527
SYNID0103064174,0,0.26227993
SYNID0103064331,0,0.8386283
SYNID0103064418,0,0.38563475
SYNID0103064509,0,0.2600476
SYNID0103064773,0,0.3233437
SYNID0103065030,0,0.42028663
SYNID0103065265,0,0.24918728
SYNID0103065353,0,0.30604565
SYNID0103065647,0,0.16072382
SYNID0103066150,0,0.17347315
SYNID0103066237,0,0.59765846
SYNID0103066326,0,0.61648935
SYNID0103066329,1,0.926719
SYNID0103066725,1,1.0
SYNID0103066933,0,0.27577147
SYNID0103067123,0,0.37324613
SYNID0103067380,0,0.18036126
SYNID0103067512,0,0.26840279
SYNID0103067547,0,0.64038384
SYNID0103068158,0,0.21539561
SYNID0103068390,0,0.6377899
SYNID0103068602,0,0.21182251
SYNID0103068918,0,0.48908827
SYNID0103069192,0,0.25405195
SYNID0103069498,0,0.4688248
SYNID0103070127,0,0.35271868
SYNID0103070426,0,0.49937463
SYNID0103070867,0,0.21101207
SYNID0103071620,0,0.49383104
SYNID0103071812,0,0.5899335
SYNID0103071997,0,0.29985604
SYNID0103072299,0,0.26727426
SYNID0103072511,0,0.42869744
SYNID0103072766,0,0.15997222
SYNID0103072789,0,0.5179632
SYNID0103073136,0,0.18394123
SYNID0103073254,0,0.41486508
SYNID0103073294,0,0.21448666
SYNID0103073406,0,0.4047621
SYNID0103073688,0,0.27930632
SYNID0103074167,0,0.15521781
SYNID0103074228,0,0.4425695
SYNID0103074539,0,0.4037483
SYNID0103075071,0,0.6506708
SYNID0103075185,0,0.2277905
SYNID0103075344,0,0.3550696
SYNID0103075523,0,0.64071184
SYNID0103075598,0,0.2095949
SYNID0103075781,0,0.2009605
SYNID0103075959,0,0.5936064
SYNID0103075967,0,0.24330834
SYNID0103076094,0,0.5038277
SYNID0103076606,0,0.65492636
SYNID0103076687,0,0.64786327
SYNID0103077482,0,0.37843558
SYNID0103077786,0,0.3132258
SYNID0103077808,0,0.26149973
SYNID0103077879,0,0.34183934
SYNID0103077984,0,0.65787596
SYNID0103078145,0,0.24491623
SYNID0103078166,0,0.43892738
SYNID0103078458,0,0.3401116
SYNID0103079724,0,0.5068308
SYNID0103079886,0,0.52138597
SYNID0103080108,0,0.27011487
SYNID0103080126,0,0.6943684
SYNID0103080281,0,0.23452292
SYNID0103080679,0,0.7210188
SYNID0103080939,0,0.38775402
SYNID0103080956,0,0.3188046
SYNID0103081095,0,0.62006444
SYNID0103081146,0,0.51561034
SYNID0103081832,0,0.20592088
SYNID0103081956,0,0.4726862
SYNID0103082220,0,0.56481165
SYNID0103082345,0,0.5851529
SYNID0103082366,0,0.23178105
SYNID0103082465,1,0.9995742
SYNID0103082511,0,0.32259738
SYNID0103082527,0,0.2709254
SYNID0103082582,0,0.4458291
SYNID0103082661,0,0.33843955
SYNID0103082690,0,0.43705577
SYNID0103082752,0,0.7171396
SYNID0103083029,0,0.42441326
SYNID0103083036,0,0.32475033
SYNID0103083403,0,0.6747276
SYNID0103083821,0,0.59982497
SYNID0103084174,0,0.6024455
SYNID0103084568,0,0.21032722
SYNID0103084624,0,0.23456724
SYNID0103085177,0,0.46143752
SYNID0103085551,0,0.33765832
SYNID0103085576,0,0.29795778
SYNID0103085866,0,0.2355313
SYNID0103086372,0,0.18971254
SYNID0103086600,0,0.20372257
SYNID0103086824,0,0.36792788
SYNID0103086845,0,0.22270936
SYNID0103086977,0,0.16502294
SYNID0103087097,0,0.212059
SYNID0103087163,0,0.5708696
SYNID0103087275,0,0.6404813
SYNID0103087609,0,0.23364677
SYNID0103087669,0,0.5361485
SYNID0103087736,0,0.5946267
SYNID0103087808,0,0.19610542
SYNID0103087894,0,0.2608246
SYNID0103087949,0,0.3004057
SYNID0103087972,0,0.2698513
SYNID0103088142,0,0.23387125
SYNID0103088186,0,0.21049163
SYNID0103088369,0,0.2468709
SYNID0103088471,0,0.30304778
SYNID0103088533,0,0.414384
SYNID0103089052,0,0.8388755
SYNID0103089087,0,0.6326048
SYNID0103089247,0,0.5602274
SYNID0103089732,0,0.1690486
SYNID0103089841,0,0.57595015
SYNID0103089902,0,0.6370465
SYNID0103090033,0,0.30713126
SYNID0103090034,0,0.68295616
SYNID0103090675,0,0.22026433
SYNID0103090777,0,0.43204895
SYNID0103090823,0,0.21517552
SYNID0103090867,0,0.32279867
SYNID0103091131,0,0.26779532
SYNID0103091163,0,0.38356647
SYNID0103091277,0,0.18561786
SYNID0103091302,0,0.51328665
SYNID0103091323,0,0.6534279
SYNID0103091391,0,0.5626078
SYNID0103091513,0,0.54986703
SYNID0103091525,0,0.36994153
SYNID0103091786,0,0.43017027
SYNID0103092332,0,0.3343223
SYNID0103092553,0,0.48941985
SYNID0103092585,0,0.21738905
SYNID0103092846,0,0.2084265
SYNID0103093039,0,0.7483092
SYNID0103093290,0,0.47530493
SYNID0103093459,0,0.20302248
SYNID0103093529,0,0.22342503
SYNID0103093586,0,0.32781208
SYNID0103093700,0,0.53277403
SYNID0103093740,0,0.26903462
SYNID0103093870,0,0.2616945
SYNID0103094402,0,0.2263814
SYNID0103094477,0,0.21669671
SYNID0103094532,0,0.55523574
SYNID0103094670,0,0.49536186
SYNID0103094826,0,0.28328034
SYNID0103095115,0,0.47351584
SYNID0103095761,0,0.27633733
SYNID0103095928,1,0.87423855
SYNID0103096093,0,0.30508804
SYNID0103096170,0,0.32518572
SYNID0103096244,0,0.32742894
SYNID0103096275,0,0.3990947
SYNID0103096345,0,0.31636858
SYNID0103096427,0,0.3327346
SYNID0103096826,0,0.38328025
SYNID0103097165,0,0.31053314
SYNID0103097429,0,0.5256877
SYNID0103097442,0,0.43513578
SYNID0103098056,0,0.25518435
SYNID0103098146,1,1.0
SYNID0103098169,0,0.16750304
SYNID0103098212,0,0.27923262
SYNID0103099103,0,0.30080393
SYNID0103099431,0,0.61234236
SYNID0103099781,0,0.6362967
SYNID0103099964,0,0.41818303
SYNID0103100184,0,0.29398233
SYNID0103100660,0,0.18566005
SYNID0103100770,0,0.52210313
SYNID0103100918,0,0.24577053
SYNID0103101566,0,0.18134002
SYNID0103101685,0,0.47939858
SYNID0103101838,0,0.19858967
SYNID0103102018,0,0.33299002
SYNID0103102097,0,0.5324341
SYNID0103102102,0,0.26244387
SYNID0103102658,1,0.8939848
SYNID0103102840,0,0.33562213
SYNID0103103152,0,0.47013208
SYNID0103103159,0,0.29086936
SYNID0103103184,0,0.37507448
SYNID0103103234,0,0.64359707
SYNID0103103350,0,0.24292529
SYNID0103103494,0,0.6689841
SYNID0103103508,0,0.60110444
SYNID0103103805,0,0.6640149
SYNID0103103966,0,0.15130982
SYNID0103104119,0,0.16853936
SYNID0103104284,0,0.20451255
SYNID0103104415,0,0.22799955
SYNID0103104416,0,0.32364908
SYNID0103104581,0,0.28870603
SYNID0103104670,0,0.32450497
SYNID0103104745,0,0.31139308
SYNID0103104936,0,0.51667404
SYNID0103105220,0,0.6336221
SYNID0103105777,0,0.35809898
SYNID0103106099,0,0.6125643
SYNID0103107334,0,0.34522614
SYNID0103107837,0,0.40754768
SYNID0103107929,1,1.0
SYNID0103107988,0,0.36932063
SYNID0103108072,0,0.6298413
SYNID0103108266,0,0.6710698
SYNID0103108355,0,0.3007508
SYNID0103108380,0,0.6204025
SYNID0103108382,1,0.96518135
SYNID0103108574,1,1.0
SYNID0103108622,0,0.62769574
SYNID0103108885,0,0.28378224
SYNID0103109020,0,0.21745111
SYNID0103109116,0,0.4209187
SYNID0103109289,0,0.22796407
SYNID0103109375,0,0.19347939
SYNID0103109774,0,0.4147623
SYNID0103109908,0,0.1755131
SYNID0103109934,0,0.39072356
SYNID0103110127,0,0.45930976
SYNID0103110406,0,0.58839166
SYNID0103110624,0,0.30600795
SYNID0103110811,0,0.20702066
SYNID0103111131,0,0.16565043
SYNID0103111529,0,0.38501844
SYNID0103111673,1,0.91043895
SYNID0103111823,0,0.590666
SYNID0103111865,0,0.21559891
SYNID0103111901,0,0.28207338
SYNID0103111915,0,0.6276953
SYNID0103111984,0,0.31008226
SYNID0103112173,0,0.50507873
SYNID0103112298,0,0.38867605
SYNID0103112303,0,0.23259078
SYNID0103112343,1,0.9998481
SYNID0103112696,0,0.5049619
SYNID0103112830,0,0.5872575
SYNID0103113194,0,0.20553117
SYNID0103113337,0,0.18623228
SYNID0103113353,0,0.29806578
SYNID0103113397,0,0.15033767
SYNID0103113729,0,0.44035423
SYNID0103113809,0,0.6066393
SYNID0103113846,0,0.17500171
SYNID0103113858,0,0.38076776
SYNID0103114584,0,0.5334523
SYNID0103114624,0,0.22038053
SYNID0103114744,0,0.26275826
SYNID0103115076,0,0.42518723
SYNID0103115311,0,0.3235232
SYNID0103115351,0,0.46900707
SYNID0103115431,0,0.16257307
SYNID0103115491,0,0.59863204
SYNID0103115801,0,0.372183
SYNID0103115835,0,0.3835864
SYNID0103115891,0,0.42358997
SYNID0103116117,0,0.5936014
SYNID0103116352,0,0.23770806
SYNID0103116806,0,0.5032515
SYNID0103116822,0,0.32220048
SYNID0103117319,0,0.5681199
SYNID0103117575,0,0.24027637
SYNID0103117633,0,0.20645064
SYNID0103117699,0,0.5631185
SYNID0103117795,0,0.2631179
SYNID0103117825,0,0.71076185
SYNID0103117881,0,0.2370129
SYNID0103117968,0,0.6167024
SYNID0103118011,0,0.26290536
SYNID0103118305,0,0.39096996
SYNID0103118806,0,0.42667246
SYNID0103118852,0,0.38273206
SYNID0103118984,0,0.21747935
SYNID0103119082,0,0.41118804
SYNID0103119118,0,0.19030766
SYNID0103119374,1,1.0
SYNID0103119497,0,0.68027705
SYNID0103119509,0,0.23620367
SYNID0103119674,0,0.18377128
SYNID0103120059,0,0.5381287
SYNID0103120405,0,0.52329123
SYNID0103120464,0,0.85853666
SYNID0103120562,0,0.28961337
SYNID0103120571,0,0.21012758
SYNID0103120955,0,0.5560104
SYNID0103121058,0,0.22733764
SYNID0103121333,0,0.19134235
SYNID0103121641,0,0.15727632
SYNID0103121642,0,0.64958763
SYNID0103122200,0,0.3637069
SYNID0103122308,0,0.15975969
SYNID0103122424,0,0.15144938
SYNID0103122450,0,0.30343968
SYNID0103122757,0,0.18501966
SYNID0103122948,0,0.6949275
SYNID0103123429,0,0.327932
SYNID0103123435,0,0.3797963
SYNID0103123681,0,0.17329471
SYNID0103123701,0,0.62764364
SYNID0103123829,0,0.48167688
SYNID0103124005,0,0.21190546
SYNID0103124064,0,0.22612466
SYNID0103124160,0,0.35002753
SYNID0103124213,0,0.25535846
SYNID0103124752,0,0.6638656
SYNID0103124759,0,0.45670658
SYNID0103125374,0,0.18369108
SYNID0103126358,0,0.39694133
SYNID0103126914,0,0.48185185
SYNID0103127335,0,0.2936792
SYNID0103127363,0,0.22766133
SYNID0103127368,0,0.16355415
SYNID0103127633,0,0.576866
SYNID0103128119,0,0.2045377
SYNID0103128237,0,0.16708595
SYNID0103129000,0,0.63874036
SYNID0103129168,1,0.9182254
SYNID0103129328,0,0.46747854
SYNID0103129458,0,0.44706818
SYNID0103129493,0,0.6813627
SYNID0103129525,0,0.364003
SYNID0103129569,0,0.6956011
SYNID0103130373,0,0.29372862
SYNID0103130412,0,0.64937544
SYNID0103131248,0,0.23268586
SYNID0103131347,0,0.20477384
SYNID0103131519,0,0.5699343
SYNID0103131628,0,0.18741448
SYNID0103131693,0,0.5947307
SYNID0103132041,0,0.27169627
SYNID0103132324,0,0.28570783
SYNID0103132346,0,0.2866461
SYNID0103132427,1,0.9999849
SYNID0103133094,0,0.347424
SYNID0103133229,0,0.24615887
SYNID0103133387,0,0.16797203
SYNID0103133565,0,0.45057267
SYNID0103133622,0,0.47944108
SYNID0103134055,0,0.31816196
SYNID0103134270,0,0.17001915
SYNID0103134564,0,0.5528799
SYNID0103134758,0,0.25241685
SYNID0103134954,0,0.5942577
SYNID0103134994,0,0.16387336
SYNID0103135236,0,0.23502165
SYNID0103135264,0,0.40150946
SYNID0103135283,1,1.0
SYNID0103136066,0,0.60444546
SYNID0103136262,0,0.27866745
SYNID0103136433,0,0.19006343
SYNID0103136532,0,0.5904204
SYNID0103136566,0,0.5458747
SYNID0103137004,0,0.2546047
SYNID0103137220,0,0.6207662
SYNID0103137243,0,0.55048424
SYNID0103137415,0,0.23012131
SYNID0103137509,0,0.33414623
SYNID0103137607,0,0.3979937
SYNID0103137616,0,0.27655938
SYNID0103137777,0,0.47610041
SYNID0103137874,0,0.67701405
SYNID0103137881,0,0.43325397
SYNID0103137919,0,0.30648288
SYNID0103138027,0,0.1863099
SYNID0103138326,0,0.16596171
SYNID0103138379,0,0.63671
SYNID0103138664,0,0.5230944
SYNID0103139023,0,0.57017744
SYNID0103139085,0,0.2516882
SYNID0103139380,0,0.25304237
SYNID0103139444,0,0.41653246
SYNID0103139550,0,0.20727935
SYNID0103139698,0,0.19521356
SYNID0103139816,0,0.20746693
SYNID0103139898,0,0.6627559
SYNID0103139911,0,0.6023707
SYNID0103140011,0,0.49675393
SYNID0103140079,1,0.8928846
SYNID0103140211,0,0.40800643
SYNID0103140603,0,0.15695758
SYNID0103140628,0,0.60221815
SYNID0103140698,0,0.30437484
SYNID0103140891,0,0.21073252
SYNID0103141032,0,0.6181942
SYNID0103141294,0,0.3717521
SYNID0103142227,0,0.23036435
SYNID0103143124,0,0.5241531
SYNID0103143228,0,0.5355578
SYNID0103143315,0,0.15716757
SYNID0103143431,0,0.46909922
SYNID0103143923,0,0.6950541
SYNID0103144243,0,0.17256412
SYNID0103144256,0,0.6432382
SYNID0103144760,0,0.58195287
SYNID0103144822,0,0.427862
SYNID0103144919,0,0.49278298
SYNID0103145125,0,0.18991007
SYNID0103145208,0,0.36642757
SYNID0103145370,0,0.6051897
SYNID0103145746,0,0.18088348
SYNID0103145888,0,0.23502892
SYNID0103145914,0,0.6948884
SYNID0103145962,0,0.2117084
SYNID0103146005,0,0.24456939
SYNID0103146103,0,0.3833874
SYNID0103146194,0,0.3915558
SYNID0103146263,0,0.19140163
SYNID0103146528,0,0.21591109
SYNID0103146678,1,1.0
SYNID0103146748,0,0.415658
SYNID0103146978,0,0.28292724
SYNID0103147050,0,0.22272144
SYNID0103147116,0,0.3391424
SYNID0103147533,0,0.1996608
SYNID0103147722,0,0.4417429
SYNID0103148153,0,0.4092759
SYNID0103148235,0,0.26808274
SYNID0103148382,0,0.4145684
SYNID0103148826,0,0.4322929
SYNID0103149018,0,0.51871705
SYNID0103149420,0,0.18865989
SYNID0103149496,0,0.47723088
SYNID0103149648,0,0.44993085
SYNID0103149976,0,0.39222315
SYNID0103150195,0,0.6565202
SYNID0103150282,0,0.1868653
SYNID0103150517,0,0.1855638
SYNID0103150518,0,0.55651104
SYNID0103150960,0,0.22348127
SYNID0103151162,0,0.28602517
SYNID0103151450,0,0.2686342
SYNID0103151541,0,0.36968416
SYNID0103151851,0,0.19622888
SYNID0103152466,0,0.29111278
SYNID0103152516,0,0.5047147
SYNID0103152565,0,0.58284175
SYNID0103152777,1,1.0
SYNID0103153083,0,0.20039795
SYNID0103153151,0,0.42902634
SYNID0103153328,0,0.3322102
SYNID0103153339,0,0.67121834
SYNID0103153728,0,0.5843629
SYNID0103153768,0,0.17624821
SYNID0103154049,0,0.40327188
SYNID0103154158,0,0.5647855
SYNID0103154429,0,0.34249562
SYNID0103154851,0,0.852145
SYNID0103155056,0,0.3957444
SYNID0103155589,0,0.18904276
SYNID0103155891,0,0.2698235
SYNID0103156357,0,0.58103323
SYNID0103156575,0,0.41998142
SYNID0103156728,0,0.18970671
SYNID0103156807,0,0.4713243
SYNID0103157063,0,0.59499514
SYNID0103157375,0,0.3303197
SYNID0103157950,0,0.47618344
SYNID0103158057,0,0.44277155
SYNID0103158499,0,0.5089931
SYNID0103158545,0,0.48332438
SYNID0103158784,0,0.4347187
SYNID0103158910,0,0.27630293
SYNID0103159281,0,0.62642497
SYNID0103159369,0,0.5468328
SYNID0103159383,0,0.24683978
SYNID0103159479,0,0.62542015
SYNID0103159626,0,0.37553504
SYNID0103160327,0,0.6343956
SYNID0103160424,0,0.59388685
SYNID0103160484,0,0.5731497
SYNID0103160570,0,0.4812802
SYNID0103160659,0,0.6522131
SYNID0103160798,0,0.26522422
SYNID0103160877,0,0.6406814
SYNID0103161274,0,0.4077324
SYNID0103161466,0,0.57257617
SYNID0103161517,0,0.6092942
SYNID0103161992,0,0.18191674
SYNID0103162219,0,0.3250301
SYNID0103162231,0,0.31956446
SYNID0103162360,0,0.23306316
SYNID0103162362,0,0.68856066
SYNID0103162678,0,0.36923748
SYNID0103162721,0,0.38093603
SYNID0103162755,0,0.50937986
SYNID0103162875,0,0.3385996
SYNID0103163112,0,0.17369467
SYNID0103163247,0,0.165889
SYNID0103163426,0,0.65701103
SYNID0103164188,0,0.5132291
SYNID0103164216,0,0.69388825
SYNID0103164226,0,0.3990686
SYNID0103164378,0,0.22074276
SYNID0103164741,0,0.20445482
SYNID0103164797,0,0.22649977
SYNID0103165058,0,0.37117755
SYNID0103165091,0,0.6495865
SYNID0103165168,0,0.54151124
SYNID0103165428,0,0.3252302
SYNID0103165560,1,0.98628783
SYNID0103165743,0,0.46438366
SYNID0103165823,1,0.9526625
SYNID0103165826,0,0.62555724
SYNID0103165953,0,0.6066841
SYNID0103166032,0,0.35081342
SYNID0103166158,0,0.3581686
SYNID0103166237,0,0.22480781
SYNID0103166287,0,0.18938154
SYNID0103166464,0,0.39564764
SYNID0103166870,0,0.45028463
SYNID0103166991,0,0.23258315
SYNID0103167016,0,0.4795751
SYNID0103167391,0,0.68229264
SYNID0103167582,0,0.7020939
SYNID0103167983,0,0.28752947
SYNID0103168130,0,0.44856295
SYNID0103168197,0,0.33200386
SYNID0103168414,0,0.20913327
SYNID0103168582,1,0.90525734
SYNID0103168688,0,0.21901323
SYNID0103168748,0,0.1862078
SYNID0103168766,0,0.5503035
SYNID0103168991,0,0.5149706
SYNID0103169423,0,0.54831356
SYNID0103169456,0,0.40244406
SYNID0103169605,0,0.18351313
SYNID0103169953,0,0.57416016
SYNID0103169988,0,0.28880814
SYNID0103170188,0,0.4785623
SYNID0103170275,0,0.6756809
SYNID0103170325,1,0.925217
SYNID0103170329,0,0.467808
SYNID0103170573,0,0.1969816
SYNID0103170841,0,0.6055283
SYNID0103170885,0,0.54781437
SYNID0103171254,0,0.20027414
SYNID0103171576,0,0.5438704
SYNID0103172006,0,0.22579348
SYNID0103172007,0,0.38393575
